id,name,common_name,super_category,kingdom,phylum,class,order,family,genus,specific_epithet
9573,Acer nigrum,black maple,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,nigrum
9574,Acer palmatum,Japanese maple,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,palmatum
9575,Acer pensylvanicum,striped maple,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,pensylvanicum
9576,Acer platanoides,Norway maple,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,platanoides
9577,Acer pseudoplatanus,sycamore maple,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,pseudoplatanus
9578,Acer rubrum,red maple,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,rubrum
9579,Acer saccharinum,silver maple,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,saccharinum
9580,Acer saccharum,sugar maple,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,saccharum
9581,Acer spicatum,Mountain Maple,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,spicatum
9582,Acer tataricum,Tartar maple,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,tataricum
9583,Aesculus californica,California buckeye,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,californica
9584,Aesculus glabra,Ohio buckeye,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,glabra
9585,Aesculus hippocastanum,Horse-chestnut,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,hippocastanum
9586,Aesculus pavia,Red Buckeye,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,pavia
9587,Alectryon excelsus,Titoki,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Alectryon,excelsus
9588,Cardiospermum halicacabum,Balloon Vine,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cardiospermum,halicacabum
9589,Dodonaea viscosa,broad leaf hopbush,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Dodonaea,viscosa
9590,Koelreuteria paniculata,goldenrain tree,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Koelreuteria,paniculata
9591,Sapindus drummondii,Western Soapberry,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Sapindus,drummondii
9592,Ungnadia speciosa,Mexican buckeye,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Ungnadia,speciosa
9593,Ailanthus altissima,Tree of heaven,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,altissima
9594,Liquidambar styraciflua,American sweetgum,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua
9595,Cotyledon orbiculata,round-leafed navel-wort,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Cotyledon,orbiculata
9596,Crassula connata,pygmy stonecrop,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,connata
9597,Crassula ovata,jade plant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,ovata
9598,Dudleya arizonica,Arizona chalk dudleya,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,arizonica
9599,Dudleya cymosa,Canyon Live-forever,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,cymosa
9600,Dudleya edulis,Fingertips,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,edulis
9601,Dudleya farinosa,powdery liveforever,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,farinosa
9602,Dudleya lanceolata,lanceleaf liveforever,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,lanceolata
9603,Dudleya pulverulenta,Chalk Dudleya,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,pulverulenta
9604,Dudleya saxosa,Panamint liveforever,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,saxosa
9605,Echeveria gibbiflora,Echeveria gibbiflora,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Echeveria,gibbiflora
9606,Hylotelephium telephium,Orpine,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Hylotelephium,telephium
9607,Kalanchoe delagoensis,Mother of Thousands,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,delagoensis
9608,Kalanchoe pinnata,Air Plant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,pinnata
9609,Orostachys spinosa,spiny pennywort,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Orostachys,spinosa
9610,Rhodiola integrifolia,western roseroot,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Rhodiola,integrifolia
9611,Rhodiola rosea,Roseroot,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Rhodiola,rosea
9612,Sedum acre,Biting Stonecrop,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,acre
9613,Sedum album,white stonecrop,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,album
9614,Sedum dasyphyllum,Thick-leaved Stonecrop,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,dasyphyllum
9615,Sedum lanceolatum,spearleaf stonecrop,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,lanceolatum
9616,Sedum nuttallii,yellow stonecrop,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,nuttallii
9617,Sedum obtusatum,Sierra Stonecrop,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,obtusatum
9618,Sedum sexangulare,Tasteless Stonecrop,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,sexangulare
9619,Sedum spathulifolium,Colorado Stonecrop,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,spathulifolium
9620,Sedum ternatum,Wild stonecrop,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,ternatum
9621,Sempervivum arachnoideum,Cobweb Houseleek,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sempervivum,arachnoideum
9622,Sempervivum tectorum,Houseleek,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sempervivum,tectorum
9623,Tylecodon paniculatus,Botterboom,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Tylecodon,paniculatus
9624,Umbilicus rupestris,Wall Pennywort,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Umbilicus,rupestris
9625,Ribes americanum,American Black Currant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,americanum
9626,Ribes aureum,golden currant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,aureum
9627,Ribes bracteosum,Stink Currant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,bracteosum
9628,Ribes cereum,wax currant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,cereum
9629,Ribes cynosbati,prickly gooseberry,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,cynosbati
9630,Ribes indecorum,White-flowering Currant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,indecorum
9631,Ribes lacustre,swamp currant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,lacustre
9632,Ribes malvaceum,Chaparral Currant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,malvaceum
9633,Ribes nevadense,mountain pink currant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,nevadense
9634,Ribes nigrum,Blackcurrant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,nigrum
9635,Ribes roezlii,Sierra Gooseberry,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,roezlii
9636,Ribes rubrum,Red Currant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,rubrum
9637,Ribes sanguineum,Red-flowering Currant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,sanguineum
9638,Ribes speciosum,Fuchsiaflower Gooseberry,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,speciosum
9639,Ribes triste,northern redcurrant,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,triste
9640,Ribes uva-crispa,Goose-berry,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,uva-crispa
9641,Haloragis erecta,Shrubby Haloragis,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Haloragis,erecta
9642,Myriophyllum aquaticum,Parrot's feather,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,aquaticum
9643,Myriophyllum spicatum,Eurasian water-milfoil,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,spicatum
9644,Hamamelis virginiana,witchhazel,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Hamamelis,virginiana
9645,Itea virginica,Virginia sweetspire,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Iteaceae,Itea,virginica
9646,Paeonia brownii,Brown's Peony,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Paeoniaceae,Paeonia,brownii
9647,Paeonia californica,California Peony,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Paeoniaceae,Paeonia,californica
9648,Penthorum sedoides,ditch stonecrop,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Penthoraceae,Penthorum,sedoides
9649,Chrysosplenium alternifolium,Alternate-leaved Golden Saxifrage,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Chrysosplenium,alternifolium
9650,Chrysosplenium americanum,American golden saxifrage,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Chrysosplenium,americanum
9651,Darmera peltata,Indian Rhubarb,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Darmera,peltata
9652,Heuchera cylindrica,roundleaf alumroot,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Heuchera,cylindrica
9653,Heuchera micrantha,crevice alumroot,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Heuchera,micrantha
9654,Heuchera richardsonii,prairie alumroot,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Heuchera,richardsonii
9655,Leptarrhena pyrolifolia,Leather-leaf Saxifrage,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Leptarrhena,pyrolifolia
9656,Lithophragma affine,San Francisco woodland-star,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Lithophragma,affine
9657,Lithophragma heterophyllum,hillside woodland star,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Lithophragma,heterophyllum
9658,Lithophragma parviflorum,smallflower woodland star,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Lithophragma,parviflorum
9659,Micranthes californica,California Saxifrage,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Micranthes,californica
9660,Micranthes ferruginea,Russethair Saxifrage,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Micranthes,ferruginea
9661,Micranthes pensylvanica,Swamp Saxifrage,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Micranthes,pensylvanica
9662,Micranthes virginiensis,Early Saxifrage,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Micranthes,virginiensis
9663,Mitella diphylla,twoleaf miterwort,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Mitella,diphylla
9664,Mitella nuda,naked bishop's cap,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Mitella,nuda
9665,Saxifraga aizoides,Yellow Saxifrage,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,aizoides
9666,Saxifraga bronchialis,Matte Saxifrage,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,bronchialis
9667,Saxifraga granulata,Meadow Saxifrage,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,granulata
9668,Saxifraga oppositifolia,Purple Saxifrage,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,oppositifolia
9669,Saxifraga paniculata,Livelong Saxifrage,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,paniculata
9670,Saxifraga tricuspidata,Prickly Saxifrage,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,tricuspidata
9671,Tellima grandiflora,fringe cups,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tellima,grandiflora
9672,Tiarella cordifolia,heartleaf foamflower,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tiarella,cordifolia
9673,Tiarella trifoliata,threeleaf foamflower,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tiarella,trifoliata
9674,Tolmiea menziesii,youth on age,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tolmiea,menziesii
9675,Whipplea modesta,modesty,Plants,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Whipplea,modesta
9676,Calystegia macrostegia,island false bindweed,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,macrostegia
9677,Calystegia sepium,hedge bindweed,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,sepium
9678,Calystegia silvatica,large bindweed,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,silvatica
9679,Calystegia soldanella,Beach Morning-Glory,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,soldanella
9680,Convolvulus althaeoides,Mallow Bindweed,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,althaeoides
9681,Convolvulus arvensis,field bindweed,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,arvensis
9682,Convolvulus equitans,Texas bindweed,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,equitans
9683,Cuscuta californica,chaparral dodder,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,californica
9684,Cuscuta gronovii,Common Dodder,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,gronovii
9685,Cuscuta pacifica,Goldenthread,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,pacifica
9686,Dichondra carolinensis,Carolina ponysfoot,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Dichondra,carolinensis
9687,Dichondra repens,kidney weed,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Dichondra,repens
9688,Distimake dissectus,Alamo vine,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Distimake,dissectus
9689,Evolvulus alsinoides,tropical speedwell,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Evolvulus,alsinoides
9690,Evolvulus sericeus,silky evolvulus,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Evolvulus,sericeus
9691,Ipomoea alba,Moonflower,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,alba
9692,Ipomoea batatas,sweet potato,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,batatas
9693,Ipomoea cairica,Mile-a-minute vine,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,cairica
9694,Ipomoea carnea,Bush Morning Glory,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,carnea
9695,Ipomoea coccinea,red morning glory,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,coccinea
9696,Ipomoea cordatotriloba,Tievine,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,cordatotriloba
9697,Ipomoea hederacea,ivy-leaved morning-glory,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,hederacea
9698,Ipomoea hederifolia,scarlet creeper,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,hederifolia
9699,Ipomoea imperati,beach morning glory,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,imperati
9700,Ipomoea indica,oceanblue morning glory,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,indica
9701,Ipomoea lacunosa,White Morning-glory,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,lacunosa
9702,Ipomoea obscura,Obscure Morning Glory,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,obscura
9703,Ipomoea pandurata,wild potato vine,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,pandurata
9704,Ipomoea pes-caprae,goat's foot convolvulus,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,pes-caprae
9705,Ipomoea purpurea,common morning-glory,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,purpurea
9706,Ipomoea quamoclit,Cypress Vine,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,quamoclit
9707,Ipomoea sagittata,Saltmarsh Morning-glory,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,sagittata
9708,Ipomoea triloba,Littlebell,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,triloba
9709,Jacquemontia tamnifolia,Hairy cluster-vine,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Jacquemontia,tamnifolia
9710,Hydrolea ovata,Blue Waterleaf,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Hydroleaceae,Hydrolea,ovata
9711,Montinia caryophyllacea,rattlebush,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Montiniaceae,Montinia,caryophyllacea
9712,Alkekengi officinarum,Japanese-lantern,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Alkekengi,officinarum
9713,Atropa belladonna,deadly nightshade,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Atropa,belladonna
9714,Capsicum annuum,sweet pepper,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,annuum
9715,Datura discolor,desert thorn-apple,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,discolor
9716,Datura inoxia,angel's trumpet,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,inoxia
9717,Datura stramonium,Jimson Weed,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,stramonium
9718,Datura wrightii,sacred datura,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,wrightii
9719,Hyoscyamus niger,henbane,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Hyoscyamus,niger
9720,Lycium andersonii,Anderson thornbush,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,andersonii
9721,Lycium barbarum,matrimony vine,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,barbarum
9722,Lycium carolinianum,Christmas berry,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,carolinianum
9723,Lycium ferocissimum,African boxthorn,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,ferocissimum
9724,Nicandra physalodes,apple-of-Peru,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicandra,physalodes
9725,Nicotiana glauca,tree tobacco,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,glauca
9726,Nicotiana obtusifolia,desert tobacco,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,obtusifolia
9727,Physalis angulata,cutleaf groundcherry,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,angulata
9728,Physalis crassifolia,thickleaf groundcherry,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,crassifolia
9729,Physalis heterophylla,clammy groundcherry,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,heterophylla
9730,Physalis peruviana,Cape-gooseberry,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,peruviana
9731,Quincula lobata,Chinese lantern,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Quincula,lobata
9732,Solanum americanum,American nightshade,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,americanum
9733,Solanum carolinense,Carolina horse-nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,carolinense
9734,Solanum chenopodioides,tall nightshade,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,chenopodioides
9735,Solanum dimidiatum,western horsenettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,dimidiatum
9736,Solanum diphyllum,twoleaf nightshade,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,diphyllum
9737,Solanum douglasii,greenspot nightshade,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,douglasii
9738,Solanum dulcamara,woody nightshade,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,dulcamara
9739,Solanum elaeagnifolium,White Horse-nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,elaeagnifolium
9740,Solanum emulans,eastern black nightshade,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,emulans
9741,Solanum erianthum,potato tree,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,erianthum
9742,Solanum laciniatum,kangaroo-apple,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,laciniatum
9743,Solanum lycopersicum,tomato,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,lycopersicum
9744,Solanum mauritianum,bugtree,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,mauritianum
9745,Solanum nigrum,black nightshade,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,nigrum
9746,Solanum pseudocapsicum,Jerusalem cherry,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,pseudocapsicum
9747,Solanum rostratum,buffalo bur,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,rostratum
9748,Solanum tuberosum,potato,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,tuberosum
9749,Solanum umbelliferum,bluewitch nightshade,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,umbelliferum
9750,Solanum xanti,purple nightshade,Plants,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,xanti
9751,Ampelopsis arborea,pepper vine,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Ampelopsis,arborea
9752,Ampelopsis cordata,heart leaf peppervine,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Ampelopsis,cordata
9753,Ampelopsis glandulosa,Porcelain Berry,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Ampelopsis,glandulosa
9754,Cayratia japonica,Bushkiller,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Cayratia,japonica
9755,Cissus trifoliata,sorrelvine,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Cissus,trifoliata
9756,Parthenocissus inserta,thicket creeper,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Parthenocissus,inserta
9757,Parthenocissus quinquefolia,Virginia creeper,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Parthenocissus,quinquefolia
9758,Parthenocissus tricuspidata,Japanese creeper,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Parthenocissus,tricuspidata
9759,Vitis aestivalis,summer grape,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,aestivalis
9760,Vitis arizonica,canyon wild grape,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,arizonica
9761,Vitis californica,California wild grape,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,californica
9762,Vitis mustangensis,mustang grape,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,mustangensis
9763,Vitis riparia,riverbank grape,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,riparia
