label,parent_label,idx,parent_idx
"['wirehair', 'wirehaired_terrier', 'wire-haired_terrier']",['terrier'],7622,6234
['desktop_computer'],"['personal_computer', 'PC', 'microcomputer']",7623,6383
['kelpie'],"['shepherd_dog', 'sheepdog', 'sheep_dog']",7624,7129
['rigger'],"['sailing_vessel', 'sailing_ship']",7625,6939
['serpent'],"['cornet', 'horn', 'trumpet', 'trump']",7626,6747
['food_processor'],['kitchen_appliance'],7627,6357
['cuckoo_clock'],['clock'],7628,6671
"['fire_engine', 'fire_truck']","['truck', 'motortruck']",7629,6972
['English_toy_spaniel'],['toy_spaniel'],7630,6754
['amaranth'],"['grain', 'caryopsis']",7631,6918
['fly'],"['dipterous_insect', 'two-winged_insects', 'dipteran', 'dipteron']",7632,7048
['van'],"['truck', 'motortruck']",7633,6972
"['schizopetalon', 'Schizopetalon_walkeri']",['flower'],7634,6387
['retriever'],"['sporting_dog', 'gun_dog']",7635,6268
['candytuft'],['flower'],7636,6387
"['bottom-feeder', 'bottom-dweller']",['fish'],7637,6292
['pinwheel'],['wheel'],7638,6477
['boarhound'],"['hound', 'hound_dog']",7639,6835
['handwheel'],['wheel'],7640,6477
['attack_dog'],"['watchdog', 'guard_dog']",7641,6277
['daisy'],['flower'],7642,6387
['sable_coat'],['fur_coat'],7643,7013
['heaume'],['helmet'],7644,6962
['police_boat'],['boat'],7645,6352
['analog_clock'],['clock'],7646,6671
"['snake', 'serpent', 'ophidian']","['diapsid', 'diapsid_reptile']",7647,6706
"['steamer', 'steamship']",['ship'],7648,6859
"['coral_drops', 'Bessera_elegans']",['flower'],7649,6387
"['swamp_buggy', 'marsh_buggy']","['amphibian', 'amphibious_vehicle']",7650,7076
['honey_guide'],['piciform_bird'],7651,6410
"['Boston_bull', 'Boston_terrier']",['terrier'],7652,6234
['portable_computer'],"['personal_computer', 'PC', 'microcomputer']",7653,6383
['buffing_wheel'],['wheel'],7654,6477
['tractor'],"['truck', 'motortruck']",7655,6972
['ratchet_wheel'],['wheel'],7656,6477
['saurian'],"['diapsid', 'diapsid_reptile']",7657,6706
"['eastern_narrow-mouthed_toad', 'Gastrophryne_carolinensis']","['frog', 'toad', 'toad_frog', 'anuran', 'batrachian', 'salientian']",7658,6568
['carbonara'],"['spaghetti_sauce', 'pasta_sauce']",7659,6519
"['cartilaginous_fish', 'chondrichthian']",['fish'],7660,6292
"['sunflower', 'helianthus']",['flower'],7661,6387
"['Hungarian_partridge', 'grey_partridge', 'gray_partridge', 'Perdix_perdix']",['partridge'],7662,6195
"['archosaur', 'archosaurian', 'archosaurian_reptile']","['diapsid', 'diapsid_reptile']",7663,6706
['plastron'],"['breastplate', 'aegis', 'egis']",7664,6925
['spike_mike'],"['microphone', 'mike']",7665,6812
['true_toad'],"['frog', 'toad', 'toad_frog', 'anuran', 'batrachian', 'salientian']",7666,6568
"['pirate', 'pirate_ship']",['ship'],7667,6859
['sheep_frog'],"['frog', 'toad', 'toad_frog', 'anuran', 'batrachian', 'salientian']",7668,6568
['stock_car'],"['car', 'auto', 'automobile', 'machine', 'motorcar']",7669,6148
['armet'],['helmet'],7670,6962
['church_key'],"['can_opener', 'tin_opener']",7671,7118
"['red-legged_partridge', 'Alectoris_ruffa']",['partridge'],7672,6195
['marigold'],['flower'],7673,6387
"['cairn', 'cairn_terrier']",['terrier'],7674,6234
"[""florest's_cineraria"", 'Pericallis_hybrida']",['flower'],7675,6387
['white_tie'],"['bow_tie', 'bow-tie', 'bowtie']",7676,6498
['soft-coated_wheaten_terrier'],['terrier'],7677,6234
"['airplane', 'aeroplane', 'plane']",['heavier-than-air_craft'],7678,6532
"['brass_buttons', 'Cotula_coronopifolia']",['flower'],7679,6387
"['fire-bellied_toad', 'Bombina_bombina']","['frog', 'toad', 'toad_frog', 'anuran', 'batrachian', 'salientian']",7680,6568
"['garbage_truck', 'dustcart']","['truck', 'motortruck']",7681,6972
"['spathiphyllum', 'peace_lily', 'spathe_flower']",['flower'],7682,6387
"['plant_louse', 'louse']","['homopterous_insect', 'homopteran']",7683,7071
['garden_snail'],['snail'],7684,6581
['heliophila'],['flower'],7685,6387
['gnat'],"['dipterous_insect', 'two-winged_insects', 'dipteran', 'dipteron']",7686,7048
"['squawk_box', 'squawker', 'intercom_speaker']","['loudspeaker', 'speaker', 'speaker_unit', 'loudspeaker_system', 'speaker_system']",7687,7000
"['fruit_fly', 'pomace_fly']","['dipterous_insect', 'two-winged_insects', 'dipteran', 'dipteron']",7688,7048
"['flying_lemur', 'flying_cat', 'colugo']","['placental', 'placental_mammal', 'eutherian', 'eutherian_mammal']",7689,6321
"['sandwort', 'Moehringia_mucosa']",['flower'],7690,6387
"['European_fire_salamander', 'Salamandra_salamandra']",['salamander'],7691,6541
"['Accipitriformes', 'order_Accipitriformes']","['bird_of_prey', 'raptor', 'raptorial_bird']",7692,6724
['wolfhound'],"['hound', 'hound_dog']",7693,6835
"['giant_conch', 'Strombus_gigas']",['conch'],7694,6815
"[""pheasant's-eye"", 'Adonis_annua']",['flower'],7695,6387
"['golden_pheasant', 'Chrysolophus_pictus']",['pheasant'],7696,6861
['papillon'],['toy_spaniel'],7697,6754
['nick'],"['prison', 'prison_house']",7698,6569
"['wren', 'jenny_wren']","['passerine', 'passeriform_bird']",7699,6187
"['olympic_salamander', 'Rhyacotriton_olympicus']",['salamander'],7700,6541
['electron_microscope'],['microscope'],7701,6698
"['barn_spider', 'Araneus_cavaticus']",['spider'],7702,7101
"['fish_fly', 'fish-fly']","['neuropteron', 'neuropteran', 'neuropterous_insect']",7703,7128
"['veronica', 'speedwell']",['flower'],7704,6387
"['red_valerian', 'French_honeysuckle', 'Centranthus_ruber']",['flower'],7705,6387
['flagship'],['ship'],7706,6859
['treasure_ship'],['ship'],7707,6859
['bluetick'],"['hound', 'hound_dog']",7708,6835
"['ax', 'axe']",['edge_tool'],7709,6320
"['chokey', 'choky']","['prison', 'prison_house']",7710,6569
['astronomical_telescope'],"['telescope', 'scope']",7711,6476
"['compass_card', ""mariner's_compass""]",['magnetic_compass'],7712,6271
"['robber_fly', 'bee_killer']","['dipterous_insect', 'two-winged_insects', 'dipteran', 'dipteron']",7713,7048
"['elephant_bird', 'aepyornis']","['ratite', 'ratite_bird', 'flightless_bird']",7714,6803
"['dahlia', 'Dahlia_pinnata']",['flower'],7715,6387
"['stove', 'kitchen_stove', 'range', 'kitchen_range', 'cooking_stove']",['kitchen_appliance'],7716,6357
"['rudderpost', 'rudderstock']",['post'],7717,6555
"['wandflower', 'Sparaxis_tricolor']",['flower'],7718,6387
"['wristwatch', 'wrist_watch']","['watch', 'ticker']",7719,6796
['Border_terrier'],['terrier'],7720,6234
['turret_clock'],['clock'],7721,6671
"['used-car', 'secondhand_car']","['car', 'auto', 'automobile', 'machine', 'motorcar']",7722,6148
"['slender_salamander', 'worm_salamander']",['salamander'],7723,6541
['steam_iron'],"['iron', 'smoothing_iron']",7724,6843
['chronograph'],['timer'],7725,6466
['mantispid'],"['neuropteron', 'neuropteran', 'neuropterous_insect']",7726,7128
['snakefly'],"['neuropteron', 'neuropteran', 'neuropterous_insect']",7727,7128
['xeranthemum'],['flower'],7728,6387
['spaniel'],"['sporting_dog', 'gun_dog']",7729,6268
"['canal_boat', 'narrow_boat', 'narrowboat']",['boat'],7730,6352
['goalpost'],['post'],7731,6555
"['aeolian_harp', 'aeolian_lyre', 'wind_harp']",['harp'],7732,6871
['piccolo'],"['flute', 'transverse_flute']",7733,6563
['Stanley_Steamer'],"['car', 'auto', 'automobile', 'machine', 'motorcar']",7734,6148
['schipperke'],"['watchdog', 'guard_dog']",7735,6277
"['globe_amaranth', ""bachelor's_button"", 'Gomphrena_globosa']",['flower'],7736,6387
['white-topped_aster'],['flower'],7737,6387
"['Belgian_sheepdog', 'Belgian_shepherd']","['shepherd_dog', 'sheepdog', 'sheep_dog']",7738,7129
"['digitigrade_mammal', 'digitigrade']","['placental', 'placental_mammal', 'eutherian', 'eutherian_mammal']",7739,6321
"['China_aster', 'Callistephus_chinensis']",['flower'],7740,6387
"['tree_toad', 'tree_frog', 'tree-frog']","['frog', 'toad', 'toad_frog', 'anuran', 'batrachian', 'salientian']",7741,6568
['toaster_oven'],['kitchen_appliance'],7742,6357
['Australian_terrier'],['terrier'],7743,6234
['pendulum_watch'],"['watch', 'ticker']",7744,6796
['hitching_post'],['post'],7745,6555
"['blue-eyed_African_daisy', 'Arctotis_stoechadifolia', 'Arctotis_venusta']",['flower'],7746,6387
"['argus', 'argus_pheasant']",['pheasant'],7747,6861
['electric_range'],"['stove', 'kitchen_stove', 'range', 'kitchen_range', 'cooking_stove']",7748,7716
"['columbine', 'aquilegia', 'aquilege']",['flower'],7749,6387
['shrimp'],"['decapod_crustacean', 'decapod']",7750,6596
['cartwheel'],['wheel'],7751,6477
['Unguiculata'],"['placental', 'placental_mammal', 'eutherian', 'eutherian_mammal']",7752,6321
"['afropavo', 'Congo_peafowl', 'Afropavo_congensis']",['pheasant'],7753,6861
['riot_gun'],"['firearm', 'piece', 'small-arm']",7754,6618
"['ring-necked_pheasant', 'Phasianus_colchicus']",['pheasant'],7755,6861
"['firefly', 'lightning_bug']",['beetle'],7756,6442
['stem-winder'],"['watch', 'ticker']",7757,6796
['minivan'],"['car', 'auto', 'automobile', 'machine', 'motorcar']",7758,6148
['gunboat'],['boat'],7759,6352
"['Carolina_spring_beauty', 'Claytonia_caroliniana']",['flower'],7760,6387
"['Bouvier_des_Flandres', 'Bouviers_des_Flandres']","['shepherd_dog', 'sheepdog', 'sheep_dog']",7761,7129
"['cockateel', 'cockatiel', 'cockatoo_parrot', 'Nymphicus_hollandicus']",['parrot'],7762,6235
['kuvasz'],"['watchdog', 'guard_dog']",7763,6277
['minesweeper'],['ship'],7764,6859
['pachyderm'],"['placental', 'placental_mammal', 'eutherian', 'eutherian_mammal']",7765,6321
['bull'],"['placental', 'placental_mammal', 'eutherian', 'eutherian_mammal']",7766,6321
"['dishwasher', 'dish_washer', 'dishwashing_machine']",['white_goods'],7767,6515
"['scorpionweed', 'scorpion_weed', 'phacelia']",['flower'],7768,6387
"['limousine', 'limo']","['car', 'auto', 'automobile', 'machine', 'motorcar']",7769,6148
['popinjay'],['parrot'],7770,6235
"['yardstick', 'yard_measure']","['rule', 'ruler']",7771,6424
['rifle'],"['firearm', 'piece', 'small-arm']",7772,6618
['bloomer'],['flower'],7773,6387
"['Lhasa', 'Lhasa_apso']",['terrier'],7774,6234
['pilot_boat'],['boat'],7775,6352
['cap_opener'],['bottle_opener'],7776,6911
['Yorkshire_terrier'],['terrier'],7777,6234
"['roulette', 'toothed_wheel']",['wheel'],7778,6477
['tomato_sauce'],"['spaghetti_sauce', 'pasta_sauce']",7779,6519
['tannoy'],"['loudspeaker', 'speaker', 'speaker_unit', 'loudspeaker_system', 'speaker_system']",7780,7000
['valerian'],['flower'],7781,6387
['video_iPod'],['iPod'],7782,7068
"['sprocket', 'sprocket_wheel']",['wheel'],7783,6477
['siren'],['salamander'],7784,6541
"['cineraria', 'Pericallis_cruenta', 'Senecio_cruentus']",['flower'],7785,6387
"['helicopter', 'chopper', 'whirlybird', 'eggbeater']",['heavier-than-air_craft'],7786,6532
"['actinia', 'actinian', 'actiniarian']","['sea_anemone', 'anemone']",7787,6672
['casque'],['helmet'],7788,6962
"['monal', 'monaul']",['pheasant'],7789,6861
['bee'],"['hymenopterous_insect', 'hymenopteran', 'hymenopteron', 'hymenopter']",7790,6836
"['ungulate', 'hoofed_mammal']","['placental', 'placental_mammal', 'eutherian', 'eutherian_mammal']",7791,6321
['calendula'],['flower'],7792,6387
"['giant_salamander', 'Megalobatrachus_maximus']",['salamander'],7793,6541
['cricket'],"['orthopterous_insect', 'orthopteron', 'orthopteran']",7794,6846
"['tugboat', 'tug', 'towboat', 'tower']",['boat'],7795,6352
['guard_boat'],['boat'],7796,6352
"['carpet_beetle', 'carpet_bug']",['beetle'],7797,6442
"['ocellated_turkey', 'Agriocharis_ocellata']","['gallinaceous_bird', 'gallinacean']",7798,6144
"['gorgonian', 'gorgonian_coral']",['coral'],7799,6970
['convertible'],"['car', 'auto', 'automobile', 'machine', 'motorcar']",7800,6148
['bastille'],"['jail', 'jailhouse', 'gaol', 'clink', 'slammer', 'poky', 'pokey']",7801,6756
['woofer'],"['loudspeaker', 'speaker', 'speaker_unit', 'loudspeaker_system', 'speaker_system']",7802,7000
['cottonseed'],"['oilseed', 'oil-rich_seed']",7803,6738
['Plott_hound'],"['hound', 'hound_dog']",7804,6835
['jacamar'],['piciform_bird'],7805,6410
"['ferry', 'ferryboat']",['boat'],7806,6352
['crystal_microphone'],"['microphone', 'mike']",7807,6812
['Boston_rocker'],"['rocking_chair', 'rocker']",7808,6592
"['school_ship', 'training_ship']",['ship'],7809,6859
['setter'],"['sporting_dog', 'gun_dog']",7810,6268
['swan'],['aquatic_bird'],7811,7062
['bumboat'],['boat'],7812,6352
"['leaf_beetle', 'chrysomelid']",['beetle'],7813,6442
['beagle'],"['hound', 'hound_dog']",7814,6835
['primate'],"['placental', 'placental_mammal', 'eutherian', 'eutherian_mammal']",7815,6321
['shear'],['edge_tool'],7816,6320
['ark'],['boat'],7817,6352
['coupe'],"['car', 'auto', 'automobile', 'machine', 'motorcar']",7818,6148
"['rocket_larkspur', 'Consolida_ambigua', 'Delphinium_ajacis']",['flower'],7819,6387
"['sandwort', 'Moehringia_lateriflora']",['flower'],7820,6387
"['owl', 'bird_of_Minerva', 'bird_of_night', 'hooter']","['bird_of_prey', 'raptor', 'raptorial_bird']",7821,6724
"['livestock', 'stock', 'farm_animal']","['placental', 'placental_mammal', 'eutherian', 'eutherian_mammal']",7822,6321
"['newt', 'triton']",['salamander'],7823,6541
['robber_frog'],"['frog', 'toad', 'toad_frog', 'anuran', 'batrachian', 'salientian']",7824,6568
['yearling'],"['placental', 'placental_mammal', 'eutherian', 'eutherian_mammal']",7825,6321
['spatula'],"['turner', 'food_turner']",7826,6200
['barn_door'],['sliding_door'],7827,6286
['patty-pan'],"['pan', 'cooking_pan']",7828,6872
['damselfly'],['odonate'],7829,6760
['panopticon'],"['prison', 'prison_house']",7830,6569
['rove_beetle'],['beetle'],7831,6442
['snapdragon'],['flower'],7832,6387
['staghound'],"['hound', 'hound_dog']",7833,6835
['harrier'],"['hound', 'hound_dog']",7834,6835
"['African_daisy', 'yellow_ageratum', 'Lonas_inodora', 'Lonas_annua']",['flower'],7835,6387
"['walking_leaf', 'leaf_insect']","['phasmid', 'phasmid_insect']",7836,6397
"['basset', 'basset_hound']","['hound', 'hound_dog']",7837,6835
"['western_red-backed_salamander', 'Plethodon_vehiculum']",['salamander'],7838,6541
['water_dog'],"['sporting_dog', 'gun_dog']",7839,6268
['wood_hoopoe'],['coraciiform_bird'],7840,6700
['slave_ship'],['ship'],7841,6859
"['repeating_firearm', 'repeater']","['firearm', 'piece', 'small-arm']",7842,6618
['kernel'],"['grain', 'caryopsis']",7843,6918
['broadbill'],"['passerine', 'passeriform_bird']",7844,6187
['sound_truck'],"['truck', 'motortruck']",7845,6972
"['shotgun', 'scattergun']","['firearm', 'piece', 'small-arm']",7846,6618
['felucca'],"['sailing_vessel', 'sailing_ship']",7847,6939
['lamellicorn_beetle'],['beetle'],7848,6442
['pickelhaube'],['helmet'],7849,6962
['Greater_Swiss_Mountain_dog'],['Sennenhunde'],7850,7091
['timber'],['post'],7851,6555
"['Saluki', 'gazelle_hound']","['hound', 'hound_dog']",7852,6835
['foot_rule'],"['rule', 'ruler']",7853,6424
"['icebreaker', 'iceboat']",['ship'],7854,6859
['system_clock'],['clock'],7855,6671
['stanchion'],['post'],7856,6555
['climbing_salamander'],['salamander'],7857,6541
"['western_wall_flower', 'Erysimum_asperum', 'Cheiranthus_asperus', 'Erysimum_arkansanum']",['flower'],7858,6387
"['transporter', 'car_transporter']","['truck', 'motortruck']",7859,6972
['loaner'],"['car', 'auto', 'automobile', 'machine', 'motorcar']",7860,6148
['razor'],['edge_tool'],7861,6320
['smack'],"['sailing_vessel', 'sailing_ship']",7862,6939
['coffee_maker'],['kitchen_appliance'],7863,6357
['light_microscope'],['microscope'],7864,6698
['hornbill'],['coraciiform_bird'],7865,6700
['moa'],"['ratite', 'ratite_bird', 'flightless_bird']",7866,6803
['French_bulldog'],"['bulldog', 'English_bulldog']",7867,6511
"['bellwort', 'merry_bells', 'wild_oats']",['flower'],7868,6387
['marinara'],"['spaghetti_sauce', 'pasta_sauce']",7869,6519
"['domestic_fowl', 'fowl', 'poultry']","['gallinaceous_bird', 'gallinacean']",7870,6144
"['composite', 'composite_plant']",['flower'],7871,6387
['chronometer'],['clock'],7872,6671
['junk'],['boat'],7873,6352
['galleon'],"['sailing_vessel', 'sailing_ship']",7874,6939
"['mud_puppy', 'Necturus_maculosus']",['salamander'],7875,6541
"['newel_post', 'newel']",['post'],7876,6555
"['sparrow', 'true_sparrow']","['passerine', 'passeriform_bird']",7877,6187
"['pink', 'garden_pink']",['flower'],7878,6387
"['jungle_fowl', 'gallina']","['gallinaceous_bird', 'gallinacean']",7879,6144
"['orthopter', 'ornithopter']",['heavier-than-air_craft'],7880,6532
"['African_grey', 'African_gray', 'Psittacus_erithacus']",['parrot'],7881,6235
"['German_shepherd', 'German_shepherd_dog', 'German_police_dog', 'alsatian']","['shepherd_dog', 'sheepdog', 'sheep_dog']",7882,7129
"['disposal', 'electric_pig', 'garbage_disposal']",['kitchen_appliance'],7883,6357
['throne'],['chair_of_state'],7884,6130
"['bullterrier', 'bull_terrier']",['terrier'],7885,6234
['opossum_shrimp'],['malacostracan_crustacean'],7886,7001
"['pick', 'pickax', 'pickaxe']",['edge_tool'],7887,6320
['spinet'],"['upright', 'upright_piano']",7888,6957
['lamppost'],['post'],7889,6555
"['Pacific_giant_salamander', 'Dicamptodon_ensatus']",['salamander'],7890,6541
['cow'],"['placental', 'placental_mammal', 'eutherian', 'eutherian_mammal']",7891,6321
"['bloodhound', 'sleuthhound']","['hound', 'hound_dog']",7892,6835
['hulk'],['ship'],7893,6859
"['grasshopper', 'hopper']","['orthopterous_insect', 'orthopteron', 'orthopteran']",7894,6846
"['deathwatch_beetle', 'deathwatch', 'Xestobium_rufovillosum']",['beetle'],7895,6442
"['louse_fly', 'hippoboscid']","['dipterous_insect', 'two-winged_insects', 'dipteran', 'dipteron']",7896,7048
"['ant', 'emmet', 'pismire']","['hymenopterous_insect', 'hymenopteran', 'hymenopteron', 'hymenopter']",7897,6836
['analog_watch'],"['watch', 'ticker']",7898,6796
"['parakeet', 'parrakeet', 'parroket', 'paraquet', 'paroquet', 'parroquet']",['parrot'],7899,6235
"['cornflower', ""bachelor's_button"", 'bluebottle', 'Centaurea_cyanus']",['flower'],7900,6387
['travel_iron'],"['iron', 'smoothing_iron']",7901,6843
"['hand_ax', 'hand_axe']",['edge_tool'],7902,6320
"['airship', 'dirigible']",['lighter-than-air_craft'],7903,6893
"['Old_English_sheepdog', 'bobtail']","['shepherd_dog', 'sheepdog', 'sheep_dog']",7904,7129
['umbrellawort'],['flower'],7905,6387
"['orchid', 'orchidaceous_plant']",['flower'],7906,6387
"['waterwheel', 'water_wheel']",['wheel'],7907,6477
"['olm', 'Proteus_anguinus']",['salamander'],7908,6541
['fore-and-after'],"['sailing_vessel', 'sailing_ship']",7909,6939
['square-rigger'],"['sailing_vessel', 'sailing_ship']",7910,6939
"['plant_hopper', 'planthopper']","['homopterous_insect', 'homopteran']",7911,7071
"['Malcolm_stock', 'stock']",['flower'],7912,6387
"['tailed_frog', 'bell_toad', 'ribbed_toad', 'tailed_toad', 'Ascaphus_trui']","['frog', 'toad', 'toad_frog', 'anuran', 'batrachian', 'salientian']",7913,6568
['Weimaraner'],"['hound', 'hound_dog']",7914,6835
['candlenut'],"['oilseed', 'oil-rich_seed']",7915,6738
['centaury'],['flower'],7916,6387
['brig'],"['sailing_vessel', 'sailing_ship']",7917,6939
['minicar'],"['car', 'auto', 'automobile', 'machine', 'motorcar']",7918,6148
"['motmot', 'momot']",['coraciiform_bird'],7919,6700
['corydalis'],['flower'],7920,6387
['lory'],['parrot'],7921,6235
"['cowherb', 'cow_cockle', 'Vaccaria_hispanica', 'Vaccaria_pyramidata', 'Saponaria_vaccaria']",['flower'],7922,6387
"['crayfish', 'crawfish', 'crawdad', 'crawdaddy']","['decapod_crustacean', 'decapod']",7923,6596
['curassow'],"['gallinaceous_bird', 'gallinacean']",7924,6144
['foot_brake'],"['hydraulic_brake', 'hydraulic_brakes']",7925,6565
"['walking_stick', 'walkingstick', 'stick_insect']","['phasmid', 'phasmid_insect']",7926,6397
['muzzle_loader'],"['firearm', 'piece', 'small-arm']",7927,6618
"['gear', 'gear_wheel', 'geared_wheel', 'cogwheel']",['wheel'],7928,6477
['greengrocery'],"['grocery_store', 'grocery', 'food_market', 'market']",7929,6135
['chrysanthemum'],['flower'],7930,6387
"['subcompact', 'subcompact_car']","['car', 'auto', 'automobile', 'machine', 'motorcar']",7931,6148
['portulaca'],['flower'],7932,6387
['gas-turbine_ship'],['ship'],7933,6859
['dusky_salamander'],['salamander'],7934,6541
"['dicamptodon', 'dicamptodontid']",['salamander'],7935,6541
['scorpion_shell'],['snail'],7936,6581
"['lesser_prairie_chicken', 'Tympanuchus_pallidicinctus']","['prairie_chicken', 'prairie_grouse', 'prairie_fowl']",7937,6360
"['woodpecker', 'peckerwood', 'pecker']",['piciform_bird'],7938,6410
['edentate'],"['placental', 'placental_mammal', 'eutherian', 'eutherian_mammal']",7939,6321
['lovebird'],['parrot'],7940,6235
"['trail_bike', 'dirt_bike', 'scrambler']","['motorcycle', 'bike']",7941,6513
['coneflower'],['flower'],7942,6387
"['long-horned_beetle', 'longicorn', 'longicorn_beetle']",['beetle'],7943,6442
"['compact', 'compact_car']","['car', 'auto', 'automobile', 'machine', 'motorcar']",7944,6148
['schnauzer'],['terrier'],7945,6234
['amazon'],['parrot'],7946,6235
"['pistol', 'handgun', 'side_arm', 'shooting_iron']","['firearm', 'piece', 'small-arm']",7947,6618
['collie'],"['shepherd_dog', 'sheepdog', 'sheep_dog']",7948,7129
"['tidytips', 'tidy_tips', 'Layia_platyglossa']",['flower'],7949,6387
"['vedalia', 'Rodolia_cardinalis']","['ladybug', 'ladybeetle', 'lady_beetle', 'ladybird', 'ladybird_beetle']",7950,7341
['peacock-throne'],['throne'],7951,7884
['sobralia'],"['orchid', 'orchidaceous_plant']",7952,7906
"['leaf-cutting_bee', 'leaf-cutter', 'leaf-cutter_bee']",['bee'],7953,7790
"['linoleum_knife', 'linoleum_cutter']",['knife'],7954,7177
"['spreading_pogonia', 'funnel-crest_rosebud_orchid', 'Cleistes_divaricata', 'Pogonia_divaricata']","['orchid', 'orchidaceous_plant']",7955,7906
['vanda'],"['orchid', 'orchidaceous_plant']",7956,7906
"['trumpeter', 'trumpeter_swan', 'Cygnus_buccinator']",['swan'],7957,7811
"['wood-frog', 'wood_frog', 'Rana_sylvatica']","['true_frog', 'ranid']",7958,7554
['attack_submarine'],"['submarine', 'pigboat', 'sub', 'U-boat']",7959,7581
"['little_owl', 'Athene_noctua']","['owl', 'bird_of_Minerva', 'bird_of_night', 'hooter']",7960,7821
['sphenisciform_seabird'],"['seabird', 'sea_bird', 'seafowl']",7961,7395
"['thecodont', 'thecodont_reptile']","['archosaur', 'archosaurian', 'archosaurian_reptile']",7962,7663
['American_crayfish'],"['crayfish', 'crawfish', 'crawdad', 'crawdaddy']",7963,7923
"['canine', 'canid']",['carnivore'],7964,7140
"['greater_butterfly_orchid', 'Platanthera_chlorantha', 'Habenaria_chlorantha']","['orchid', 'orchidaceous_plant']",7965,7906
"['darkling_beetle', 'darkling_groung_beetle', 'tenebrionid']",['weevil'],7966,7598
"['water_ouzel', 'dipper']","['oscine', 'oscine_bird']",7967,7247
"['crested_cariama', 'seriema', 'Cariama_cristata']","['wading_bird', 'wader']",7968,7523
['German_short-haired_pointer'],"['pointer', 'Spanish_pointer']",7969,7576
['bulldog_ant'],"['ant', 'emmet', 'pismire']",7970,7897
"['revolver', 'six-gun', 'six-shooter']","['pistol', 'handgun', 'side_arm', 'shooting_iron']",7971,7947
"['common_newt', 'Triturus_vulgaris']","['newt', 'triton']",7972,7823
['lorikeet'],['lory'],7973,7921
"['long-eared_owl', 'Asio_otus']","['owl', 'bird_of_Minerva', 'bird_of_night', 'hooter']",7974,7821
['lemur'],['primate'],7975,7815
"['muskrat', 'musquash', 'Ondatra_zibethica']","['rodent', 'gnawer']",7976,7594
['spoonbill'],"['wading_bird', 'wader']",7977,7523
['bear'],['carnivore'],7978,7140
"['viverrine', 'viverrine_mammal']",['carnivore'],7979,7140
"['Mexican_bean_beetle', 'bean_beetle', 'Epilachna_varivestis']","['ladybug', 'ladybeetle', 'lady_beetle', 'ladybird', 'ladybird_beetle']",7980,7341
['butterfly_orchid'],"['orchid', 'orchidaceous_plant']",7981,7906
['sand_rat'],"['rodent', 'gnawer']",7982,7594
['coscoroba'],['swan'],7983,7811
['frog_orchid'],"['orchid', 'orchidaceous_plant']",7984,7906
['miniature_pinscher'],['pinscher'],7985,7253
"['sea_cow', 'sirenian_mammal', 'sirenian']",['aquatic_mammal'],7986,7494
"['springer_spaniel', 'springer']",['spaniel'],7987,7729
"['green_peafowl', 'Pavo_muticus']","['peafowl', 'bird_of_Juno']",7988,7604
"['pterosaur', 'flying_reptile']","['archosaur', 'archosaurian', 'archosaurian_reptile']",7989,7663
"['honey_buzzard', 'Pernis_apivorus']",['hawk'],7990,7348
"['pelagic_bird', 'oceanic_bird']","['seabird', 'sea_bird', 'seafowl']",7991,7395
['English_foxhound'],['foxhound'],7992,7461
['turtle'],"['chelonian', 'chelonian_reptile']",7993,7270
"['elapid', 'elapid_snake']","['snake', 'serpent', 'ophidian']",7994,7647
"['cattleship', 'cattle_boat']","['cargo_ship', 'cargo_vessel']",7995,7527
"['frog_orchid', 'Coeloglossum_viride']","['orchid', 'orchidaceous_plant']",7996,7906
['corvine_bird'],"['oscine', 'oscine_bird']",7997,7247
"['rein_orchid', 'rein_orchis']","['orchid', 'orchidaceous_plant']",7998,7906
"['seventeen-year_locust', 'periodical_cicada', 'Magicicada_septendecim']","['cicada', 'cicala']",7999,7153
['maxillaria'],"['orchid', 'orchidaceous_plant']",8000,7906
['bandicoot'],"['marsupial', 'pouched_mammal']",8001,7197
['passenger_van'],['van'],8002,7633
['monkey'],['primate'],8003,7815
"['cascades_frog', 'Rana_cascadae']","['true_frog', 'ranid']",8004,7554
"['chicken_hawk', 'hen_hawk']",['hawk'],8005,7348
['clarinet'],"['single-reed_instrument', 'single-reed_woodwind']",8006,7508
"['amphibian', 'amphibious_aircraft']","['airplane', 'aeroplane', 'plane']",8007,7678
"['spotted_owl', 'Strix_occidentalis']","['owl', 'bird_of_Minerva', 'bird_of_night', 'hooter']",8008,7821
['delta_wing'],"['airplane', 'aeroplane', 'plane']",8009,7678
['Australian_magpie'],"['oscine', 'oscine_bird']",8010,7247
['carbine'],['rifle'],8011,7772
"['tulip_orchid', 'Encyclia_citrina', 'Cattleya_citrina']","['orchid', 'orchidaceous_plant']",8012,7906
"['nuthatch', 'nutcracker']","['oscine', 'oscine_bird']",8013,7247
"['laptop', 'laptop_computer']",['portable_computer'],8014,7653
['bassoon'],"['double-reed_instrument', 'double_reed']",8015,7531
"['twayblade', 'Listera_ovata']","['orchid', 'orchidaceous_plant']",8016,7906
"['black_swan', 'Cygnus_atratus']",['swan'],8017,7811
['arethusa'],"['orchid', 'orchidaceous_plant']",8018,7906
['trial_balloon'],['balloon'],8019,7243
"['mara', 'Dolichotis_patagonum']","['rodent', 'gnawer']",8020,7594
"['hornpipe', 'pibgorn', 'stockhorn']","['single-reed_instrument', 'single-reed_woodwind']",8021,7508
